scale,mean,var
1370.88982536,2571.28249358,1879338.91327804
953.13010027,1684.62833382,908456.98803779
1159.93735897,2342.65776565,1345454.67672291
2467.70388412,3505.67556768,6089562.45969838
1390.37872052,2315.76412305,1933152.98646322
1122.08465949,1962.92489361,1259073.98305407
3083.64479174,4412.25384141,9508865.20165309
2581.76978653,5477.28489751,6665535.23066140
3050.96505668,5040.67465809,9308387.77710760
2089.79432358,4003.99814833,4367240.31487818
1447.96232417,2420.35282461,2096594.89221232
1388.68859547,2727.85612189,1928456.01519553
2593.66438661,2918.91472566,6727094.95036721
8317.81625102,5390.52431537,69186067.18576990
2305.09089666,3778.31186044,5313444.04184578
2758.36099395,4450.78998148,7608555.37294059
7308.11237840,7827.08725595,53408506.53534856
8269.15922846,8381.10044505,68378994.34569161
4138.64073661,5925.45934444,17128347.14676498
1335.54505273,2900.91238671,1783680.58787989
1373.29234764,2568.14758146,1885931.87208971
692.45152353,1038.43121203,479489.11243516
1571.34218933,2577.52317838,2469116.27597089
2418.78396189,4115.93970698,5850515.85427333
3157.75688989,3055.04119157,9971428.57563495
6433.82621243,5977.54094793,41394119.73173948
691.14814562,1549.93818016,477685.75919686
3453.71341783,3202.31975441,11928136.37246729
3241.72555216,2851.94399506,10508784.55554848
8035.84338809,5877.76951564,64574778.95798644
3520.52940995,3965.79059871,12394127.32632299
5876.58160299,5616.04184128,34534211.33665048
14316.12859265,10900.29337621,204951537.88141194
12025.91678526,8848.99038430,144622674.52597699
9893.44132093,7931.67966085,97880181.17065012
3022.98662811,5067.52457525,9138448.15375882
4086.29179574,4551.10587012,16697780.63989775
7519.15376927,7200.63976870,56537673.40591858
2397.77623727,4600.30201735,5749330.88403161
3259.74953679,4614.72478316,10625967.04260018
5709.96144145,4833.24896859,32603659.66286288
4776.81273568,4514.18659650,22817939.91177550
2019.57901874,2859.72624501,4078699.41292491
7313.02991929,6791.78263977,53480406.60048225
11988.28487479,9357.83432414,143718974.23906222
17741.31594596,10473.81480038,314754291.49423647
7401.48476806,6899.92242471,54781976.77187901
5528.12936013,5807.57739662,30560214.22237442
14335.28261431,10915.93194296,205500327.63214681
6547.26857016,5287.15661242,42866725.72978486
4310.50688605,4548.21489134,18580469.61470611
5162.27576694,6162.63928142,26649091.09393429
6332.62444929,5341.87255953,40102132.41578344
5522.15505282,4287.07270247,30494196.42742057
4062.21718606,4952.34947861,16501608.46676108
1891.57669474,4191.27401488,3578062.39208928
3858.56690227,5458.38371829,14888538.53930799
2618.71203952,3646.83919696,6857652.74593200
1300.30335288,2679.68225969,1690788.80951115
1343.60023356,2501.43065978,1805261.58762121
4979.70952909,5242.68186986,24797506.99410558
5357.85804329,4316.62388331,28706642.81204916
1524.65862882,2791.74726310,2324583.93443482
1890.63052824,3417.28164896,3574483.79430540
7289.81454503,7814.28525485,53141396.10097042
6109.87069141,6279.86963584,37330519.86569987
2465.62060326,4313.18640159,6079284.95924463
2155.07876313,4597.89058896,4644364.47531116
2760.39939208,4584.01984862,7619804.80378366
2195.61975846,3969.99814833,4820746.12373372
2701.90100733,5261.61888055,7300269.05339656
2036.72133232,4440.76142676,4148233.78552835
1806.20871963,3079.87580808,3262389.93886931
2086.31781425,3669.54367670,4352722.02205850
1519.51021558,2453.27044148,2308911.29524655
1779.31430637,2552.00561999,3165959.40083903
2648.52983358,2055.34775688,7014710.27938352
6305.31032985,5044.17594127,39756938.35575164
3078.64993319,4199.95559237,9478085.41111312
2366.76107044,3594.59068317,5601557.96454561
5003.45794766,5266.45388689,25034591.43404776
4956.55545465,5314.73274210,24567441.97505984
3868.66891039,5195.42565702,14966599.13821322
1498.54596505,3222.87977130,2245640.00935692
1479.99910548,2357.00851119,2190397.35223240
1388.62409502,2262.82084267,1928276.87726821
1958.71922699,3406.86723191,3836581.01018019
2173.52814584,4208.58642757,4724224.60077999
2940.90103625,2981.18026183,8648898.90500364
4875.57209392,5506.80404769,23771203.24302435
1007.58929978,2221.75002436,1015236.19703855
4761.03291581,3922.59026086,22667434.42546066
4744.91906622,3247.75424747,22514256.94493318
11492.82934907,7530.93041614,132085126.44677092
5949.36022379,5201.17236787,35394887.07245629
5480.98927328,5622.40522366,30041243.41380767
12020.63051592,9385.60328753,144495558.00030255
10777.26635922,8946.43075724,116149470.17763540
8580.61775275,7850.67118215,73627001.01879925
2940.77467021,4652.81223403,8648155.66093987
3599.84185864,3789.48045999,12958861.40720529
4296.52863513,5100.25696001,18460158.31249230
3028.88843680,5292.35415651,9174165.16255690
1433.50459439,2615.49186239,2054935.42213923
2665.25783558,2345.96507813,7103599.33013212
3388.06083060,3335.47695156,11478956.19183955
1177.27323541,2005.39879154,1385972.27081294
2484.12178122,3034.75408505,6170861.02395552
4752.85263762,3256.93197544,22589608.19496349
7393.24804889,5839.45830491,54660116.71241403
3240.59668931,3835.24091219,10501466.90275137
1877.02424098,2027.51154858,3523220.00122292
3256.95422798,2876.02533866,10607750.84313539
1697.21418961,1568.11262710,2880536.00540954
1614.46779822,2120.65796056,2606506.27150267
1591.45852963,2865.14832862,2532740.25152622
1738.70168779,1688.40548355,3023083.55913182
1670.37113888,1844.15596271,2790139.74161788
1507.87057867,2948.57655199,2273673.68201135
1477.05069615,3673.29422084,2181678.75899822
3103.91191915,3567.59994153,9634269.20184129
2370.51232671,3919.46457460,5619328.69106713
1505.68439659,3034.68710002,2267085.50213260
1093.39995354,1817.38579736,1195523.45841115
2648.92144365,2056.88068090,7016784.81462950
3957.99301564,3318.84371244,15665708.71185720
1683.89043273,2610.17142579,2835486.98945476
1176.78606063,1984.64724036,1384825.43249141
2597.79487671,2932.52970796,6748538.22143976
2465.56110995,2340.11509599,6078991.58688932
1865.94540423,2929.55699574,3481752.25155936
1591.58636663,3503.36321996,2533147.16245451
1970.76532022,3223.66198876,3883915.94737331
2399.79321000,3961.64763019,5759007.45076325
2324.18021469,4811.93753046,5401813.67036586
2887.21696055,6043.41480687,8336021.77729034
1556.20487283,3187.75330540,2421773.60623075
1651.75712254,3886.98138583,2728301.59186350
2053.49837042,3388.22600136,4216855.55731111
2503.37300143,3402.28229867,6266876.38426484
3104.19588878,3566.55374720,9636032.11593488
6948.43978456,5707.82392879,48280815.43968043
3596.49867844,4901.56969756,12934802.74405407
1754.33608235,3994.39745964,3077695.08982496
3863.84567584,5475.21297469,14929303.40667699
2838.23021627,4911.66315824,8055550.76055900
2356.14248021,5904.36867752,5551407.38702794
2378.55932714,4367.08410486,5657544.47270418
1229.32052008,2872.74778287,1511228.94109689
1045.25182431,2549.41074619,1092551.37623119
2935.62449533,4890.93587370,8617891.17757905
925.07545067,2741.97306955,855764.58943815
1038.48888920,1611.58334145,1078459.17298306
1358.15293761,2371.74661339,1844579.40192913
538.49753965,1517.65214566,289979.60020712
2849.02906827,3046.65412728,8116966.63185829
2659.06654852,2343.01572296,7070634.90947564
4979.06198011,4330.81918591,24791058.20178644
3040.97210313,4109.37462236,9247511.33202918
2912.89500843,3059.94090894,8484957.33013400
5705.21958245,4828.31059351,32549530.48401432
4941.45440515,4471.89270052,24417971.63813109
5129.26085654,4765.55348731,26309316.93446655
1395.85038463,3046.28921807,1948398.29627038
1660.03172434,2198.20884904,2755705.32580675
1713.89404790,2810.18935776,2937432.80743379
1183.88742192,3453.26170289,1401589.42779201
1236.89542637,2891.20832927,1529910.29577963
1038.10059916,1616.13621155,1077652.85397346
978.48497429,1853.05139200,957432.84490459
911.03566190,1884.17899490,829985.97725167
2103.27840603,3190.57392067,4423780.05326133
2941.27438383,2982.12165806,8651095.00098724
5110.35793809,4329.04440763,26115758.25541031
3203.40063485,4346.47422279,10261775.62736886
2052.02130639,2585.60484683,4210791.44187888
3166.24831213,3067.10041257,10025128.37405795
2018.10621886,1952.87623039,4072752.71060125
2550.04094758,3004.18019686,6502708.83433869
1560.06118752,3198.37429750,2433790.90879199
1265.98933064,1758.08368255,1602728.98529817
1008.22015575,1801.52671929,1016507.88246023
1717.08963175,3620.09839847,2948396.80346138
2440.32864557,4315.58304909,5955203.89836710
1554.13352617,3187.60692590,2415331.01717842
1550.74825651,3330.94276061,2404820.15505778
2316.71273349,3868.30477861,5367157.88950287
1734.05898248,3444.15953611,3006960.55470611
1804.17022731,3072.62755417,3255030.20910595
3281.68108621,3883.86089725,10769430.75159537
2278.25997282,4459.96186207,5190468.50375940
1748.22793801,3900.92755742,3056300.92325156
3047.36779937,5051.23363545,9286450.50461929
2673.83656399,4076.68878927,7149401.97091254
2545.35086099,5641.62924341,6478811.00554053
2940.46436608,5733.79004645,8646330.68817435
1801.44091942,4061.63219959,3245189.38614703
2115.10200009,4195.95481272,4473656.47078405
4465.15830323,7718.89211578,19937638.67286216
7297.75054824,9689.26813501,53257163.06431530
2938.14566825,5719.71195140,8632699.96786780
3033.55114323,4816.11964396,9202432.53862039
5601.26455566,5929.59419160,31374164.62250714
2272.15488196,3634.43511029,5162687.80762538
1596.29938745,3499.84173083,2548171.73436353
1829.48562428,3172.80466491,3347017.64943153
2555.39227318,4378.72094987,6530029.66984895
2373.36974212,3655.72728454,5632883.93280555
2151.81610260,4599.78468635,4630312.53941790
1789.51763830,3581.98284768,3202373.37780412
2682.22917582,4921.87074034,7194353.35161211
4852.28738796,5495.95607965,23544692.89538445
2465.74791845,3506.99801839,6079912.79735172
2182.99458891,2417.35262970,4765465.37521376
4961.06083027,5518.64201020,24612124.56163945
2334.55619096,4709.64012604,5450152.60875530
1562.22833270,3190.77896891,2440557.36348325
2039.83549865,4206.23529221,4160928.86153973
1955.08482814,2455.84455706,3822356.68522254
1329.08564008,3124.86180684,1766468.63866829
1591.70329562,2854.01923139,2533519.38130186
3045.74380128,3965.09742390,9276555.30301877
1672.91713873,4208.47942046,2798651.75306868
2264.31622080,3964.79709580,5127127.94778487
5151.67117218,6147.85790859,26539715.86630580
3631.94291774,4519.68800962,13191009.35768575
3610.42584680,4891.49670273,13035174.79522522
2360.93073472,5298.44511581,5573993.93415272
2107.23687239,4297.69015366,4440447.23635399
2683.16493458,4931.69944450,7199374.06618138
2672.82243122,6143.64330962,7143979.74880749
2173.94306416,4045.44037293,4726028.44623018
1395.90491173,3050.21635318,1948550.52259648
1084.72116263,2525.79206055,1176620.00064905
2256.27927247,2722.91745444,5090796.15538622
1532.97309525,3874.92671280,2350006.51075801
2941.04878385,4654.31364714,8649767.94895681
3091.87172216,3997.85027450,9559670.74628572
1694.28970050,3470.18464737,2870617.58920393
1569.05949822,4039.15778189,2461947.70895149
3038.53320132,5087.08062892,9232684.01552417
1150.97632283,2680.17525907,1324746.49571118
1687.40451152,3678.33440535,2847333.98549950
2366.00866858,5315.52662184,5597997.01978149
1553.33004956,3589.55199298,2412834.24287870
1168.52128227,2811.99623169,1365441.98712156
3228.98401303,5874.62151187,10426337.75639910
5358.51105935,6238.34639249,28713640.77313480
2373.46363481,4358.44037293,5633329.62577732
2649.95041556,3345.97082805,7022237.20494448
5149.77698090,3971.15456583,26520202.95301217
2037.20622599,2653.58980606,4150209.20720792
1496.80163061,3211.97186759,2240415.12138641
1416.71501563,2481.99532209,2007081.43551070
2428.32502226,2938.25900659,5896762.41373291
1756.78588600,2429.35074554,3086296.64925445
1331.73812113,2895.02319462,1773526.42326736
822.02299672,1747.98759055,675721.80714224
2167.35732973,2792.37712374,4697437.79472343
4855.17044106,5493.34947861,23572680.01170479
2249.77090712,3366.59123542,5061469.13450658
2124.23995226,2976.68463113,4512395.37479776
6330.85225910,7445.68664523,40079690.32659013
2926.33690757,4359.73745249,8563447.69658878
1753.66753385,3884.89549427,3075349.81927705
1561.61056381,2785.44154241,2438627.55301807
1998.58895290,2308.13156612,3994357.80265591
1014.08695300,1793.70675373,1028372.34823982
1173.57563108,1973.95253874,1377279.76187048
1712.20064211,2165.60679596,2931631.03884149
1210.76961861,2279.94776338,1465963.06935657
1098.19342584,2156.43348602,1206028.80055753
1891.81114248,3410.97917682,3578949.39881277
2445.98939760,3756.44108761,5982864.13315504
1418.99100752,2730.16980151,2013535.47943500
1756.63494378,2430.25900659,3085766.32569731
966.88173055,2086.72335380,934860.28087193
829.93156491,942.13666634,688786.40243136
1804.28028015,2120.20810187,3255427.32933433
1344.54895944,3520.17776045,1807811.90433990
2044.01229703,2574.04203619,4177986.27039615
3546.22906830,4558.04219862,12575740.60488526
952.39136659,1692.43933340,907049.31515626
1421.20020762,2065.88418933,2019810.03015090
1870.69796247,2016.14465777,3499510.86680439
3712.35789143,3558.27999220,13781601.11404829
1444.10173088,2626.89786571,2085429.80914433
2370.42329263,3503.95266868,5618906.58623389
5511.41976490,5785.23932040,30375747.82496592
5053.43828065,4766.31205536,25537238.45636904
3031.12641782,3949.95052464,9187727.36080455
1568.71747231,4023.20407368,2460874.50794299
2716.60722558,4088.37549946,7379954.81806847
3747.33819215,5071.19786895,14042543.52635479
1988.63239987,4127.23532469,3954658.82179476
1824.77826708,3118.32033915,3329815.72400791
2910.45602458,3056.72306143,8470754.27099699
2050.40047628,2581.38215898,4204142.11312351
1236.47186273,1944.01988110,1528862.66731094
2585.25146605,3692.54705519,6683525.14269539
5458.74778647,5603.15456583,29797927.39630875
5829.83667192,4425.65799305,33986995.62126359
2058.23939976,3054.52041711,4236349.42672639
2376.29534426,3513.85433519,5646779.56316274
5872.82284996,5614.28187636,34490048.22704605
2407.07657603,2443.62505279,5794017.64286648
1481.70360391,2354.81739921,2195445.56984703
2264.51540353,3966.27024656,5128030.01282585
3475.78682498,3575.45940941,12081094.05272506
2642.10408807,2596.62034240,6980714.01221264
2014.64915194,3528.60812786,4058811.20540061
2220.44642195,3357.81103206,4930382.31276270
1753.76791626,3980.07854985,3075701.90410506
1208.08572844,2580.65454959,1459471.12726117
1912.90608381,2396.59321704,3659209.68548430
864.88640989,1717.89438976,748028.50201933
2353.40626669,3577.28795114,5538521.05608947
1656.03507266,2095.69859988,2742452.16189486
900.85279535,1781.96338888,811535.75888443
1098.74656714,2160.08660624,1207244.01881258
2748.65873726,4443.52496508,7555124.85393123
1652.16835034,3020.89767079,2729660.25785864
1268.55361751,2550.28801611,1609228.28049408
2380.36207260,3654.32498457,5666123.59668820
1490.08909521,3523.21878959,2220365.51166071
1452.33194311,3164.37364779,2109268.07297218
3016.94030250,4786.57232888,9101928.78883506
2462.35468234,4083.74213040,6063190.58165321
1734.35361442,3444.89309034,3007982.45983694
1560.72101509,3491.39128740,2435850.08692926
2041.42030730,2542.92408147,4167396.87105149
688.61858215,1594.41539161,474195.55168071
1092.93842227,1815.65169087,1194514.39487475
1877.97848878,2574.39343144,3526803.20430599
1033.93025865,2262.66536725,1069011.77974687
862.85760219,1723.40564597,744523.24164957
1345.06259957,2506.84588896,1809193.39677411
1213.15142050,2580.36425949,1471736.36905299
1374.68387736,2641.83425917,1889755.76267388
2036.98627872,2660.06864178,4149313.09969661
1131.33487866,2191.32959751,1279918.60766994
1206.64000592,2004.88207777,1455980.10388663
2461.72529814,3148.84475197,6060091.44349385
1742.92227739,3985.26400936,3037778.06501625
2099.08290883,3180.78812981,4406149.05812244
3097.72758210,4999.84686353,9595916.17289126
1333.09299626,2238.64727285,1777136.93668871
1467.15827383,2746.76223890,2152553.40047514
2475.07828603,3021.97261475,6126012.52197367
5119.14863949,5047.44235455,26205682.79314746
2117.77456065,4074.97859208,4484969.08972135
2588.80759308,3698.72384108,6701924.75396719
7292.41969765,6774.19494526,53179385.04671824
4454.63083050,4933.66780366,19843735.83604451
2487.65090360,3945.51356268,6188407.01816224
1529.37317524,3867.60650359,2338982.30915045
2611.99518902,3855.79098853,6822518.86746648
4375.03505929,6136.89185589,19140931.77003524
2305.30946492,4875.33323588,5314451.72906040
1148.24990484,3043.22515674,1318477.84395408
2847.90499804,3049.94233830,8110562.87784329
2210.99213284,3693.13371016,4888486.21146896
1166.66178629,2593.70867037,1361099.72359275
1469.18496156,2751.63366144,2158504.45128155
4754.31493855,3918.88318228,22603510.53490308
5185.17790594,5121.98489426,26886069.91625175
1382.38040753,2921.36318747,1910975.59112379
1421.01712511,2071.74742553,2019289.66985783
3466.44280088,3219.25657018,12016225.69176517
1185.62438512,1699.16252477,1405705.18259716
957.00484824,1860.28717149,915858.27955053
1329.05040696,3131.20098756,1766374.98422798
2001.73367004,2216.11165254,4006937.68577626
1711.20163782,2564.47289088,2928211.04528888
1906.11674089,3925.05256148,3633281.02988517
2005.51325487,3599.49381152,4022083.41547516
2495.39607272,3396.60250788,6227001.55976635
1620.84701634,3957.06415879,2627145.05039425
2363.94104993,3635.77637007,5588217.28754604
688.13735381,1591.27810805,473533.01770838
1774.38964959,2546.05600494,3148458.62857575
1753.08019612,2631.00126693,3073290.17402303
897.41202704,2130.19721924,805348.34628470
1009.63112581,1798.15722964,1019355.01020071
1385.39730041,2732.06315174,1919325.67999329
968.59187470,1982.63411623,938170.21973333
1503.46036228,2457.40551603,2260393.06094091
2271.49717705,3640.76376571,5159699.42533559
1421.52666299,3336.92408147,2020738.05358732
2504.49191745,4714.95455284,6272479.76459149
4114.91008478,6165.53480817,16932485.00582956
5971.87287469,7399.50732547,35663265.63142330
2443.53301854,4310.19094955,5970853.61269523
3408.37908209,4628.50479161,11617047.96722365
4802.11444039,5045.31234772,23060303.09858635
2000.26357059,3588.68281194,4001054.35184927
1480.88532017,3661.51966995,2193021.33150894
1944.95492101,3887.43329110,3782849.64476377
2737.02055552,5328.22915245,7491281.52134482
2224.27263082,3361.43985317,4947388.73619816
1890.79809349,4192.09034207,3575117.43032709
1999.65532308,4184.65555664,3998621.41113169
3098.72830698,4825.31072345,9602117.12045384
5363.90097166,6237.01185719,28771433.63378071
2498.06813495,4067.09336322,6240344.40683735
2266.16259343,3063.42994510,5135492.89986931
5855.86333680,6744.67576260,34291135.41931526
2635.75205461,4027.53175454,6947188.89337325
1235.88712781,2876.89263555,1527416.99269597
2165.01827788,4246.57346587,4687304.14357295
1827.98506648,2389.62420817,3341529.40326935
1148.61429062,3033.50076341,1319314.78860838
1431.83864740,2607.89828802,2050161.91217685
2387.34411051,3756.95718416,5699411.90200986
1886.45791665,4206.35126531,3558723.47129154
1825.22755803,3119.16323945,3331455.63859020
3238.34907586,4595.34083748,10486904.73709293
2313.49345361,3655.54828964,5352251.95991187
1786.96563995,3544.19426307,3193246.19836625
2177.14502578,4039.24029497,4739960.46329265
1270.52841722,3130.84156840,1614242.45896529
2140.29570853,4515.88685313,4580865.71993987
3219.52436926,5428.33323588,10365337.16426812
2638.30782870,4036.89364259,6960668.19899895
924.09379903,2741.76272618,853949.34941208
1581.98741769,3186.85628431,2502684.18972166
2758.83737154,3405.86398337,7611183.64257865
1743.62819426,3987.71948803,3040239.27982259
2168.17755708,4204.75064159,4700993.91904379
2736.84295559,4448.68778222,7490309.36355376
1975.92572574,4313.68482604,3904282.47364397
1346.43769426,3531.91976091,1812894.46453593
2418.26458305,4118.97680538,5848003.59365360
1120.58536963,2357.96845662,1255711.57061922
1629.17747060,3300.11145762,2654219.23069841
2339.91801721,4723.57284865,5475216.32727114
976.80348673,2928.41217555,954145.05169466
1733.93555150,3291.56359029,3006532.49674407
4352.65057292,6684.26800507,18945567.00993937
5972.82610613,7404.12987688,35674651.69401150
2888.67724656,6028.52074197,8344456.23482140
3658.41118294,5519.13283306,13383972.38345343
6388.82802511,7215.23061430,40817123.53447902
2463.68992729,4073.40311211,6069768.05784959
2033.93801272,4429.32452977,4136903.83958511
2370.46055647,4138.94542442,5619083.24979090
3096.86057468,5151.67014261,9590545.41898542
2932.92038036,4369.78676542,8602021.95751972
2585.27180226,5480.42413020,6683630.29154264
1900.23665964,3867.99915538,3610899.36263452
4296.51506838,6158.71191892,18460041.73281688
7309.65838314,9688.77240685,53431105.67824742
3551.39928265,6369.70639639,12612436.86477634
4665.82099631,6850.56742358,21769885.56962648
9059.97131422,12239.60611376,82083080.21444084
